MODIFICATION FLAG	RECORD KEY	GROUP KEY	ASSET CATEGORY	OWNER KEY	OWNER BIC	ISO CURRENCY CODE	CORRESPONDENT BIC	ACCOUNT NUMBER	PREFERRED	INTERMEDIARY 1 BIC	INTERMEDIARY 1 AC NUMBER	INTERMEDIARY 2 BIC	INTERMEDIARY 2 AC NUMBER	INSTITUTION NAME	CITY	CPS	COUNTRY NAME	ISO COUNTRY CODE	START DATE	STOP DATE	FIELD A	FIELD B
A	SI000000CY9H	SI000000CY9H	WHLS	BD00000010MQ	HANDDEFFXXX	RON	HANDSESSXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY9I	SI000000CY9I	WHLS	BD00000010MQ	HANDDEFFXXX	RUB	IMBKRUMMXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY9J	SI000000CY9J	WHLS	BD00000010MQ	HANDDEFFXXX	SEK	HANDSESSXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY9K	SI000000CY9K	WHLS	BD00000010MQ	HANDDEFFXXX	SGD	HANDSGSGXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY9L	SI000000CY9L	COPA	BD00000010MQ	HANDDEFFXXX	TRY	HANDSESSXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CY9M	SI000000CY9M	WHLS	BD00000010MQ	HANDDEFFXXX	TRY	HANDSESSXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI000000CYAJ	SI000000CYAJ	WHLS	BD00000010MQ	HANDDEFFXXX	ZAR	ABSAZAJJXXX							"SVENSKA HANDELSBANKEN AB (PUBL), NIEDERLASSUNG FRANKFURT"	FRANKFURT AM MAIN		GERMANY	DE				
A	SI00000002S1	SI00000002S1	COPA	BD00000010MR	HANDDKKKXXX	AUD	WPACAU2SXXX	MDT0002974						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000000773	SI0000000773	COPA	BD00000010MR	HANDDKKKXXX	CAD	ROYCCAT2XXX	095912453272						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000000DVO	SI0000000DVO	COPA	BD00000010MR	HANDDKKKXXX	CHF	UBSWCHZH80A	02300000058252050000K						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000000L8C	SI0000000L8C	COPA	BD00000010MR	HANDDKKKXXX	DKK	DKNBDKKKXXX	dk5110050000010883						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000000RD7	SI0000000RD7	COPA	BD00000010MR	HANDDKKKXXX	EUR	HANDDEFFXXX	1150595013						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI00000013F4	SI00000013F4	COPA	BD00000010MR	HANDDKKKXXX	GBP	HANDGB22XXX	14924001						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000001A54	SI0000001A54	COPA	BD00000010MR	HANDDKKKXXX	HKD	HANDHKHHXXX	40003						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000001C58	SI0000001C58	COPA	BD00000010MR	HANDDKKKXXX	HUF	UBRTHUHBXXX	0100-000210-001						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000001DQR	SI0000001DQR	COPA	BD00000010MR	HANDDKKKXXX	INR	SCBLINBBXXX	22205325536						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000001JK8	SI0000001JK8	COPA	BD00000010MR	HANDDKKKXXX	JPY	SMBCJPJTXXX	4055						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000001PLA	SI0000001PLA	COPA	BD00000010MR	HANDDKKKXXX	LTL	CBVILT2XXXX	LT457044060000002489						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000001PRJ	SI0000001PRJ	COPA	BD00000010MR	HANDDKKKXXX	LVL	UNLALV2XXXX	22-000161193						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000001Q29	SI0000001Q29	COPA	BD00000010MR	HANDDKKKXXX	MAD	BCMAMAMCXXX	016d902433-13331						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000001QK9	SI0000001QK9	COPA	BD00000010MR	HANDDKKKXXX	MXN	BCMRMXMMCOR	0095001285						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000001SP1	SI0000001SP1	COPA	BD00000010MR	HANDDKKKXXX	NOK	HANDNOKKXXX	83960213044						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000001V2F	SI0000001V2F	COPA	BD00000010MR	HANDDKKKXXX	NZD	WPACNZ2WXXX	RET005276NZD220001						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000001XHU	SI0000001XHU	COPA	BD00000010MR	HANDDKKKXXX	PLN	HANDPLPWXXX	PL38225000010000000412121451						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI00000021D4	SI00000021D4	COPA	BD00000010MR	HANDDKKKXXX	SEK	HANDSESSXXX	40941949						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI00000023TJ	SI00000023TJ	COPA	BD00000010MR	HANDDKKKXXX	SGD	HANDSGSGXXX	40000						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI00000025FK	SI00000025FK	COPA	BD00000010MR	HANDDKKKXXX	THB	BKKBTHBKXXX	610-478						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000002629	SI0000002629	COPA	BD00000010MR	HANDDKKKXXX	TND	BTBKTNTTXXX	00-14-003346						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000002JD1	SI0000002JD1	COPA	BD00000010MR	HANDDKKKXXX	ZAR	NEDSZAJJXXX	1986-250-946						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000008TNN	SI0000008TNN	COPA	BD00000010MR	HANDDKKKXXX	GBP	BARCGB22XXX	20325380275476						HANDELSBANKEN	COPENHAGEN		DENMARK	DK		20120917		
A	SI0000008TNO	SI0000008TNO	COPA	BD00000010MR	HANDDKKKXXX	ISK	GLITISREXXX	IS760500270031496106969619						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000008TNP	SI0000008TNP	COPA	BD00000010MR	HANDDKKKXXX	RON	RZBRROBUXXX	RO70RZBR8000000654419461						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000008TNQ	SI0000008TNQ	COPA	BD00000010MR	HANDDKKKXXX	SAR	NCBKSAJEXXX	88312360000106						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000008TNR	SI0000008TNR	COPA	BD00000010MR	HANDDKKKXXX	TRY	TGBATRIS093	9306499747						HANDELSBANKEN	COPENHAGEN		DENMARK	DK		20120917		
A	SI000000AZ28	SI000000AZ28	COPA	BD00000010MR	HANDDKKKXXX	USD	CHASUS33XXX	0011194909						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000AZ2A	SI000000AZ2A	COPA	BD00000010MR	HANDDKKKXXX	CNY	HANDHKHHXXX	0000040051						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000AZ2B	SI000000AZ2B	COPA	BD00000010MR	HANDDKKKXXX	AED	BBMEAEADXXX	022-248983-001						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000AZ2C	SI000000AZ2C	COPA	BD00000010MR	HANDDKKKXXX	CZK	SOLACZPPXXX	6530030701000000CZK						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY7X	SI000000CY7X	WHLS	BD00000010MR	HANDDKKKXXX	AED	BBMEAEADXXX	022-248983-001						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY7Y	SI000000CY7Y	WHLS	BD00000010MR	HANDDKKKXXX	AUD	WPACAU2SXXX	MDT0002974						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY7Z	SI000000CY7Z	WHLS	BD00000010MR	HANDDKKKXXX	CAD	ROYCCAT2XXX	095912453272						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY80	SI000000CY80	WHLS	BD00000010MR	HANDDKKKXXX	CHF	UBSWCHZH80A	02300000058252050000K						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY81	SI000000CY81	WHLS	BD00000010MR	HANDDKKKXXX	CNY	HANDHKHHXXX	0000040051						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY84	SI000000CY84	WHLS	BD00000010MR	HANDDKKKXXX	CZK	SOLACZPPXXX	6530030701000000CZK						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY88	SI000000CY88	WHLS	BD00000010MR	HANDDKKKXXX	HKD	HANDHKHHXXX	40003						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY89	SI000000CY89	WHLS	BD00000010MR	HANDDKKKXXX	HUF	UBRTHUHBXXX	0100-000210-001						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY8D	SI000000CY8D	WHLS	BD00000010MR	HANDDKKKXXX	INR	SCBLINBBXXX	22205325536						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY8E	SI000000CY8E	WHLS	BD00000010MR	HANDDKKKXXX	JPY	SMBCJPJTXXX	4055						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY8F	SI000000CY8F	WHLS	BD00000010MR	HANDDKKKXXX	LTL	CBVILT2XXXX	LT457044060000002489						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY8G	SI000000CY8G	WHLS	BD00000010MR	HANDDKKKXXX	LVL	UNLALV2XXXX	22-000161193						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY8H	SI000000CY8H	WHLS	BD00000010MR	HANDDKKKXXX	MAD	BCMAMAMCXXX	016d902433-13331						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY8I	SI000000CY8I	WHLS	BD00000010MR	HANDDKKKXXX	MXN	BCMRMXMMCOR	0095001285						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY8J	SI000000CY8J	WHLS	BD00000010MR	HANDDKKKXXX	NOK	HANDNOKKXXX	83960213044						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY8K	SI000000CY8K	WHLS	BD00000010MR	HANDDKKKXXX	NZD	WPACNZ2WXXX	RET005276NZD220001						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY8L	SI000000CY8L	WHLS	BD00000010MR	HANDDKKKXXX	PLN	HANDPLPWXXX	PL78220000060000000000041202						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY8M	SI000000CY8M	WHLS	BD00000010MR	HANDDKKKXXX	RON	RZBRROBUXXX	RO70RZBR8000000654419461						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY8N	SI000000CY8N	COPA	BD00000010MR	HANDDKKKXXX	RUB	HANDSESSXXX	46068139						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY8O	SI000000CY8O	WHLS	BD00000010MR	HANDDKKKXXX	RUB	HANDSESSXXX	46068139						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY8P	SI000000CY8P	WHLS	BD00000010MR	HANDDKKKXXX	SAR	NCBKSAJEXXX	88312360000106						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY8Q	SI000000CY8Q	WHLS	BD00000010MR	HANDDKKKXXX	SEK	HANDSESSXXX	40641949						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY8R	SI000000CY8R	WHLS	BD00000010MR	HANDDKKKXXX	SGD	HANDSGSGXXX	40000						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY8S	SI000000CY8S	WHLS	BD00000010MR	HANDDKKKXXX	THB	BKKBTHBKXXX	610-478						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY8T	SI000000CY8T	WHLS	BD00000010MR	HANDDKKKXXX	TND	BTBKTNTTXXX	00-14-003346						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY8U	SI000000CY8U	COPA	BD00000010MR	HANDDKKKXXX	TRY	DEUTTRISCUS	TR240011500013004826980010						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY8V	SI000000CY8V	WHLS	BD00000010MR	HANDDKKKXXX	TRY	DEUTTRISCUS	TR240011500013004826980010						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY8W	SI000000CY8W	WHLS	BD00000010MR	HANDDKKKXXX	USD	CHASUS33XXX	0011194909						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI000000CY8X	SI000000CY8X	WHLS	BD00000010MR	HANDDKKKXXX	ZAR	NEDSZAJJXXX	1986-250-946						HANDELSBANKEN	COPENHAGEN		DENMARK	DK				
A	SI0000000DVP	SI0000000DVP	COPA	BD00000010MS	HANDEE22XXX	CHF	CRESCHZZ80A							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE				
A	SI0000000L8D	SI0000000L8D	COPA	BD00000010MS	HANDEE22XXX	DKK	HANDDKKKXXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE				
A	SI0000000RD9	SI0000000RD9	COPA	BD00000010MS	HANDEE22XXX	EUR	HANDDEFFXXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE				
A	SI00000013F5	SI00000013F5	COPA	BD00000010MS	HANDEE22XXX	GBP	HANDGB22XXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE				
A	SI0000001JK9	SI0000001JK9	COPA	BD00000010MS	HANDEE22XXX	JPY	SMBCJPJTXXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE				
A	SI0000001SP2	SI0000001SP2	COPA	BD00000010MS	HANDEE22XXX	NOK	HANDNOKKXXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE				
A	SI00000021D5	SI00000021D5	COPA	BD00000010MS	HANDEE22XXX	SEK	HANDSESSXXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE				
A	SI0000002CSJ	SI0000002CSJ	COPA	BD00000010MS	HANDEE22XXX	USD	BOFAUS3NXXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE		20120319		
A	SI0000008UMQ	SI0000008UMQ	COPA	BD00000010MS	HANDEE22XXX	CAD	ROYCCAT2XXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE				
A	SI0000008UMR	SI0000008UMR	WHLS	BD00000010MS	HANDEE22XXX	CAD	ROYCCAT2XXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE				
A	SI0000008UMS	SI0000008UMS	WHLS	BD00000010MS	HANDEE22XXX	CHF	CRESCHZZ80A							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE				
A	SI0000008UMT	SI0000008UMT	WHLS	BD00000010MS	HANDEE22XXX	DKK	HANDDKKKXXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE				
A	SI0000008UMU	SI0000008UMU	WHLS	BD00000010MS	HANDEE22XXX	GBP	HANDGB22XXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE				
A	SI0000008UMV	SI0000008UMV	WHLS	BD00000010MS	HANDEE22XXX	JPY	SMBCJPJTXXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE				
A	SI0000008UMW	SI0000008UMW	COPA	BD00000010MS	HANDEE22XXX	LTL	CBVILT2XXXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE				
A	SI0000008UMX	SI0000008UMX	WHLS	BD00000010MS	HANDEE22XXX	LTL	CBVILT2XXXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE				
A	SI0000008UMY	SI0000008UMY	COPA	BD00000010MS	HANDEE22XXX	LVL	HABALV22XXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE				
A	SI0000008UMZ	SI0000008UMZ	WHLS	BD00000010MS	HANDEE22XXX	LVL	HABALV22XXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE				
A	SI0000008UN0	SI0000008UN0	WHLS	BD00000010MS	HANDEE22XXX	NOK	HANDNOKKXXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE				
A	SI0000008UN1	SI0000008UN1	WHLS	BD00000010MS	HANDEE22XXX	SEK	HANDSESSXXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE				
A	SI0000008UN2	SI0000008UN2	WHLS	BD00000010MS	HANDEE22XXX	USD	BOFAUS3NXXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE		20120319		
A	SI0000008UN3	SI0000008UN3	WHLS	BD00000010MS	HANDEE22XXX	EUR	HANDDEFFXXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE		20120918		
A	SI000000AZ40	SI000000AZ40	COPA	BD00000010MS	HANDEE22XXX	USD	BOFAUS3NXXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE		20120319		
A	SI000000B1P1	SI000000B1P1	COPA	BD00000010MS	HANDEE22XXX	USD	CHASUS33XXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE	20120320			
A	SI000000B1P2	SI000000B1P2	WHLS	BD00000010MS	HANDEE22XXX	USD	CHASUS33XXX							SVENSKA HANDELSBANKEN (PUBL) ESTONIAN BRANCH	TALLINN		ESTONIA	EE	20120320			
A	SI00000000FC	SI00000000FC	COPA	BD00000010MV	HANDFIHHXXX	AED	BBMEAEADXXX			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI00000002S2	SI00000002S2	COPA	BD00000010MV	HANDFIHHXXX	AUD	WPACAU2SXXX			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI0000000775	SI0000000775	COPA	BD00000010MV	HANDFIHHXXX	CAD	ROYCCAT2XXX			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI0000000DVR	SI0000000DVR	COPA	BD00000010MV	HANDFIHHXXX	CHF	CRESCHZZ80A			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI0000000JF9	SI0000000JF9	COPA	BD00000010MV	HANDFIHHXXX	CZK	GIBACZPXXXX			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI0000000L8E	SI0000000L8E	COPA	BD00000010MV	HANDFIHHXXX	DKK	HANDDKKKXXX			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI0000000RDA	SI0000000RDA	COPA	BD00000010MV	HANDFIHHXXX	EUR	HANDDEFFXXX			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI		20120917		
A	SI00000013F8	SI00000013F8	COPA	BD00000010MV	HANDFIHHXXX	GBP	HANDGB22XXX			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI0000001A55	SI0000001A55	COPA	BD00000010MV	HANDFIHHXXX	HKD	HSBCHKHHHKH			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI0000001BR4	SI0000001BR4	COPA	BD00000010MV	HANDFIHHXXX	HRK	RZBHHR2XXXX			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI0000001C59	SI0000001C59	COPA	BD00000010MV	HANDFIHHXXX	HUF	UBRTHUHBXXX			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI0000001JKC	SI0000001JKC	COPA	BD00000010MV	HANDFIHHXXX	JPY	SMBCJPJTXXX			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI0000001PLB	SI0000001PLB	COPA	BD00000010MV	HANDFIHHXXX	LTL	CBVILT2XXXX			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI0000001PRK	SI0000001PRK	COPA	BD00000010MV	HANDFIHHXXX	LVL	HABALV22XXX			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI0000001SP3	SI0000001SP3	COPA	BD00000010MV	HANDFIHHXXX	NOK	HANDNOKKXXX			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI0000001V2H	SI0000001V2H	COPA	BD00000010MV	HANDFIHHXXX	NZD	WPACNZ2WXXX			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI0000001XHV	SI0000001XHV	COPA	BD00000010MV	HANDFIHHXXX	PLN	BREXPLPWXXX			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI0000001YHP	SI0000001YHP	COPA	BD00000010MV	HANDFIHHXXX	RUB	IMBKRUMMXXX	30111810400013500000		HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI	20090601			
A	SI00000021D6	SI00000021D6	COPA	BD00000010MV	HANDFIHHXXX	SEK	HANDSESSXXX							SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI00000023TL	SI00000023TL	COPA	BD00000010MV	HANDFIHHXXX	SGD	SCBLSGSGXXX			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI0000002JD2	SI0000002JD2	COPA	BD00000010MV	HANDFIHHXXX	ZAR	NEDSZAJJXXX			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI0000007ADI	SI0000007ADI	COPA	BD00000010MV	HANDFIHHXXX	THB	BKKBTHBKXXX			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI0000007ADJ	SI0000007ADJ	COPA	BD00000010MV	HANDFIHHXXX	TRY	TGBATRIS093			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI		20120917		
A	SI0000007ADK	SI0000007ADK	COPA	BD00000010MV	HANDFIHHXXX	SAR	SABBSARIXXX			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI0000007ADL	SI0000007ADL	COPA	BD00000010MV	HANDFIHHXXX	USD	CITIUS33XXX			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI000000B1PI	SI000000B1PI	COPA	BD00000010MV	HANDFIHHXXX	USD	CHASUS33XXX			HANDSESSXXX				SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI	20120320			
A	SI000000CY9N	SI000000CY9N	ANYY	BD00000010MV	HANDFIHHXXX	TRY	DEUTTRISCUS							SVENSKA HANDELSBANKEN	HELSINKI		FINLAND	FI				
A	SI0000000DVS	SI0000000DVS	ANYY	BD00000010MW	HANDFRPPXXX	CHF	CRESCHZZ80A	0835 0031965 63 010						SVENSKA HANDELSBANKEN AB	PARIS		FRANCE	FR				
A	SI0000000L8F	SI0000000L8F	ANYY	BD00000010MW	HANDFRPPXXX	DKK	HANDDKKKXXX	DK6208800003901369						SVENSKA HANDELSBANKEN AB	PARIS		FRANCE	FR				
A	SI0000000W3I	SI0000000W3I	ANYY	BD00000010MW	HANDFRPPXXX	EUR	SOGEFRPPADB	FR7630003049700000110364652						SVENSKA HANDELSBANKEN AB	PARIS		FRANCE	FR				
A	SI00000013F9	SI00000013F9	ANYY	BD00000010MW	HANDFRPPXXX	GBP	HANDGB22XXX	GB43HAND40516216611001						SVENSKA HANDELSBANKEN AB	PARIS		FRANCE	FR				
A	SI0000001JKD	SI0000001JKD	ANYY	BD00000010MW	HANDFRPPXXX	JPY	SMBCJPJTXXX	4475						SVENSKA HANDELSBANKEN AB	PARIS		FRANCE	FR				
A	SI0000001SP4	SI0000001SP4	ANYY	BD00000010MW	HANDFRPPXXX	NOK	HANDNOKKXXX	83960216124						SVENSKA HANDELSBANKEN AB	PARIS		FRANCE	FR				
A	SI00000021D8	SI00000021D8	ANYY	BD00000010MW	HANDFRPPXXX	SEK	HANDSESSXXX	SE6160000000000040331849						SVENSKA HANDELSBANKEN AB	PARIS		FRANCE	FR				
A	SI0000002CSN	SI0000002CSN	ANYY	BD00000010MW	HANDFRPPXXX	USD	PNBPUS3NNYC	"2,000,193,005,046"						SVENSKA HANDELSBANKEN AB	PARIS		FRANCE	FR		20120319		
A	SI00000091Z4	SI00000091Z4	ANYY	BD00000010MW	HANDFRPPXXX	EUR	HANDDEFFXXX	DE58514206001190006018						SVENSKA HANDELSBANKEN AB	PARIS		FRANCE	FR				
A	SI00000091Z5	SI00000091Z5	ANYY	BD00000010MW	HANDFRPPXXX	EUR	HANDSESSXXX	SE4760000000000043923429						SVENSKA HANDELSBANKEN AB	PARIS		FRANCE	FR				
A	SI00000091Z6	SI00000091Z6	ANYY	BD00000010MW	HANDFRPPXXX	HKD	HANDHKHHXXX	470000						SVENSKA HANDELSBANKEN AB	PARIS		FRANCE	FR				
A	SI00000091Z7	SI00000091Z7	ANYY	BD00000010MW	HANDFRPPXXX	SGD	HANDSGSGXXX	480000						SVENSKA HANDELSBANKEN AB	PARIS		FRANCE	FR				
A	SI000000B1OC	SI000000B1OC	COPA	BD00000010MX	HANDGB22SWP	USD	CHASUS33XXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB	20120320	20120917		
A	SI000000B1OD	SI000000B1OD	WHLS	BD00000010MX	HANDGB22SWP	USD	CHASUS33XXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB	20120320	20120917		
A	SI00000000FD	SI00000000FD	COPA	BD00000010MY	HANDGB22XXX	AED	UNBEAEAAXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI00000002S3	SI00000002S3	ANYY	BD00000010MY	HANDGB22XXX	AUD	WPACAU2SXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
