MODIFICATION FLAG	RECORD KEY	INSTITUTION NAME	COUNTRY NAME	ISO COUNTRY CODE	IBAN ISO COUNTRY CODE	IBAN BIC	ROUTING BIC	IBAN NATIONAL ID	SERVICE CONTEXT	FIELD A	FIELD B
A	IB0000000B1B	SPARKASSE NECKARTAL-ODENWALD	GERMANY	DE	DE	SOLADES1MOS	SOLADESTXXX	67450048	SEPA		
A	IB0000000B1D	SPARKASSE ROTTAL-INN	GERMANY	DE	DE	BYLADEM1EGF	BYLADEMMXXX	74351430	SEPA		
A	IB0000000B1E	SPARKASSE EINBECK	GERMANY	DE	DE	NOLADE21EIN	NOLADE2HXXX	26251425	SEPA		
A	IB0000000B1F	SPARKASSE EICHSTAETT	GERMANY	DE	DE	BYLADEM1EIS	BYLADEMMXXX	72151340	SEPA		
A	IB0000000B1H	SPARKASSE ELMSHORN	GERMANY	DE	DE	NOLADE21ELH	NOLADE2HXXX	22150000	SEPA		
A	IB0000000B1L	SPARKASSE ENNEPETAL - BRECKERFELD	GERMANY	DE	DE	WELADED1ENE	WELADEDDXXX	45451060	SEPA		
A	IB0000000B1M	SPARKASSE ENGEN-GOTTMADINGEN	GERMANY	DE	DE	SOLADES1ENG	SOLADESTXXX	69251445	SEPA		
A	IB0000000B1N	SPARKASSE ODENWALDKREIS	GERMANY	DE	DE	HELADEF1ERB	HELADEFFXXX	50851952	SEPA		
A	IB0000000B1R	SPARKASSE ERWITTE - ANROECHTE	GERMANY	DE	DE	WELADED1ERW	WELADEDDXXX	41651815	SEPA		
A	IB0000000B1X	SPARKASSE KARLSRUHE ETTLINGEN	GERMANY	DE	DE	SOLADES1ETT	SOLADESTXXX	66051220	SEPA		
A	IB0000000B1Z	SPARKASSE OBERHESSEN	GERMANY	DE	DE	HELADEF1FRI	HELADEFFXXX	51850079	SEPA		
A	IB0000000B20	SPARKASSE FULDA	GERMANY	DE	DE	HELADEF1FDS	HELADEFFXXX	53050180	SEPA		
A	IB0000000B23	SPARKASSE FUERSTENFELDBRUCK	GERMANY	DE	DE	BYLADEM1FFB	BYLADEMMXXX	70053070	SEPA		
A	IB0000000B25	SPARKASSE HOCHFRANKEN (ALT)	GERMANY	DE	DE	BYLADEM1FIG	BYLADEMMXXX	78055050	SEPA		
A	IB0000000B29	SPARKASSE FORCHHEIM	GERMANY	DE	DE	BYLADEM1FOR	BYLADEMMXXX	76351040	SEPA		
A	IB0000000B2D	SPARKASSE FREIBURG-NOERDLICHER BREISGAU	GERMANY	DE	DE	FRSPDE66XXX	FRSPDE66XXX	68050101	SEPA		
A	IB0000000B2E	SPARKASSE FREISING	GERMANY	DE	DE	BYLADEM1FSI	BYLADEMMXXX	70051003	SEPA		
A	IB0000000B2F	SPARKASSE FINNENTROP	GERMANY	DE	DE	WELADED1FTR	WELADEDDXXX	46251590	SEPA		
A	IB0000000B2H	SPARKASSE FUERTH	GERMANY	DE	DE	BYLADEM1SFU	BYLADEMMXXX	76250000	SEPA		
A	IB0000000B2I	SPARKASSE BADEN-BADEN GAGGENAU	GERMANY	DE	DE	SOLADES1GAG	SOLADESTXXX	66551290	SEPA		
A	IB0000000B2K	SPARKASSE GRUENBERG	GERMANY	DE	DE	HELADEF1GRU	HELADEFFXXX	51351526	SEPA		
A	IB0000000B2M	SPARKASSE GENGENBACH	GERMANY	DE	DE	SOLADES1GEB	SOLADESTXXX	66451346	SEPA		
A	IB0000000B2P	SPARKASSE MAINFRANKEN WUERZBURG	GERMANY	DE	DE	BYLADEM1SWU	BYLADEMMXXX	79050000	SEPA		
A	IB0000000B2Q	SPARKASSE GESEKE	GERMANY	DE	DE	WELADED1GES	WELADEDDXXX	41651965	SEPA		
A	IB0000000B2V	SPARKASSE GUMMERSBACH-BERGNEUSTADT	GERMANY	DE	DE	WELADED1GMB	WELADEDDXXX	38450000	SEPA		
A	IB0000000B2Y	SPARKASSE GOETTINGEN	GERMANY	DE	DE	NOLADE21GOE	NOLADE2HXXX	26050001	SEPA		
A	IB0000000B35	SPARKASSE GOSLAR/HARZ	GERMANY	DE	DE	NOLADE21GSL	NOLADE2HXXX	26850001	SEPA		
A	IB0000000B36	SPARKASSE GUETERSLOH	GERMANY	DE	DE	WELADED1GTL	WELADEDDXXX	47850065	SEPA		
A	IB0000000B38	SPARKASSE DIEBURG	GERMANY	DE	DE	HELADEF1DIE	HELADEFFXXX	50852651	SEPA		
A	IB0000000B3B	SPARKASSE ALTENBURGER LAND	GERMANY	DE	DE	HELADEF1ALT	HELADEFFXXX	83050200	SEPA		
A	IB0000000B3C	SPARKASSE UCKERMARK	GERMANY	DE	DE	WELADED1UMP	WELADEDDXXX	17056060	SEPA		
A	IB0000000B3E	SPARKASSE JERICHOWER LAND	GERMANY	DE	DE	NOLADE21JEL	NOLADE2HXXX	81054000	SEPA		
A	IB0000000B3G	SPARKASSE ODER-SPREE	GERMANY	DE	DE	WELADED1LOS	WELADEDDXXX	17055050	SEPA		
A	IB0000000B3J	SPARKASSE SPREE-NEISSE	GERMANY	DE	DE	WELADED1CBN	WELADEDDXXX	18050000	SEPA		
A	IB0000000B3K	SPARKASSE CHEMNITZ	GERMANY	DE	DE	CHEKDE81XXX	WELADEDDXXX	87050000	SEPA		
A	IB0000000B3L	SPARKASSE DELITZSCH-EILENBURG	GERMANY	DE	DE	SOLADES1DES	SOLADESTXXX	86055002	SEPA		
A	IB0000000B3P	SPARKASSE MANSFELD SUEDHARZ	GERMANY	DE	DE	NOLADE21EIL	NOLADE2HXXX	80055008	SEPA		
A	IB0000000B3Q	SPARKASSE WARTBURGKREIS	GERMANY	DE	DE	HELADEF1WAK	HELADEFFXXX	84055050	SEPA		
A	IB0000000B3R	SPARKASSE BARNIM	GERMANY	DE	DE	WELADED1GZE	WELADEDDXXX	17052000	SEPA		
A	IB0000000B3S	SPARKASSE ELBE-ELSTER	GERMANY	DE	DE	WELADED1EES	WELADEDDXXX	18051000	SEPA		
A	IB0000000B3U	SPARKASSE GERA-GREIZ	GERMANY	DE	DE	HELADEF1GER	HELADEFFXXX	83050000	SEPA		
A	IB0000000B3W	SPARKASSE MULDENTAL	GERMANY	DE	DE	SOLADES1GRM	SOLADESTXXX	86050200	SEPA		
A	IB0000000B3Y	SPARKASSE OBERLAUSITZ-NIEDERSCHLESIEN	GERMANY	DE	DE	WELADED1GRL	WELADEDDXXX	85050100	SEPA		
A	IB0000000B45	SPARKASSE MECKLENBURG-SCHWERIN	GERMANY	DE	DE	NOLADE21LWL	NOLADE2HXXX	14052000	SEPA		
A	IB0000000B48	SPARKASSE ARNSTADT-ILMENAU	GERMANY	DE	DE	HELADEF1ILK	HELADEFFXXX	84051010	SEPA		
A	IB0000000B49	SPARKASSE JENA-SAALE-HOLZLAND	GERMANY	DE	DE	HELADEF1JEN	HELADEFFXXX	83053030	SEPA		
A	IB0000000B4C	SPARKASSE MAERKISCH-ODERLAND	GERMANY	DE	DE	WELADED1MOL	WELADEDDXXX	17054040	SEPA		
A	IB0000000B4D	SPARKASSE MANSFELD SUEDHARZ	GERMANY	DE	DE	NOLADE21SGH	NOLADE2HXXX	80053552	SEPA		
A	IB0000000B4H	SPARKASSE MEISSEN	GERMANY	DE	DE	SOLADES1MEI	SOLADESTXXX	85055000	SEPA		
A	IB0000000B4I	SPARKASSE UNSTRUT-HAINICH	GERMANY	DE	DE	HELADEF1MUE	HELADEFFXXX	82056060	SEPA		
A	IB0000000B4N	SPARKASSE MECKLENBURG-STRELITZ	GERMANY	DE	DE	NOLADE21MST	NOLADE2HXXX	15051732	SEPA		
A	IB0000000B4P	SPARKASSE PARCHIM-LUEBZ	GERMANY	DE	DE	NOLADE21PCH	NOLADE2HXXX	14051362	SEPA		
A	IB0000000B4R	SPARKASSE UECKER-RANDOW	GERMANY	DE	DE	NOLADE21PSW	NOLADE2HXXX	15050400	SEPA		
A	IB0000000B4V	SPARKASSE RUEGEN	GERMANY	DE	DE	NOLADE21RUE	NOLADE22XXX	13051042	SEPA		
A	IB0000000B4W	SPARKASSE MEISSEN	GERMANY	DE	DE	SOLADES1RGA	SOLADESTXXX	85050200	SEPA		
A	IB0000000B52	SPARKASSE SONNEBERG	GERMANY	DE	DE	HELADEF1SON	HELADEFFXXX	84054722	SEPA		
A	IB0000000B55	SPARKASSE ALTMARK WEST	GERMANY	DE	DE	NOLADE21SAW	NOLADE2HXXX	81055555	SEPA		
A	IB0000000B56	SPARKASSE NIEDERLAUSITZ	GERMANY	DE	DE	WELADED1OSL	WELADEDDXXX	18055000	SEPA		
A	IB0000000B57	SPARKASSE MECKLENBURG-SCHWERIN	GERMANY	DE	DE	NOLADE21SNS	NOLADE2HXXX	14051462	SEPA		
A	IB0000000B5D	SPARKASSE MECKLENBURG-NORDWEST	GERMANY	DE	DE	NOLADE21WIS	NOLADE2HXXX	14051000	SEPA		
A	IB0000000B5E	SPARKASSE MITTELTHUERINGEN	GERMANY	DE	DE	HELADEF1WEM	HELADEFFXXX	82051000	SEPA		
A	IB0000000B5G	SPARKASSE WITTENBERG	GERMANY	DE	DE	NOLADE21WBL	NOLADE2HXXX	80550101	SEPA		
A	IB0000000B5I	SPARKASSE BURGENLANDKREIS	GERMANY	DE	DE	NOLADE21BLK	NOLADE2HXXX	80053000	SEPA		
A	IB0000000B5J	SPARKASSE OBERLAUSITZ-NIEDERSCHLESIEN	GERMANY	DE	DE	SOLADES1ZIT	SOLADESTXXX	85550200	SEPA		
A	IB0000000B5L	SPARKASSE HAGEN	GERMANY	DE	DE	WELADE3HXXX	WELADE3HXXX	45050001	SEPA		
A	IB0000000B5N	SPARKASSE HASLACH-ZELL	GERMANY	DE	DE	SOLADES1HAL	SOLADESTXXX	66451548	SEPA		
A	IB0000000B5P	SPARKASSE HAMM	GERMANY	DE	DE	WELADED1HAM	WELADEDDXXX	41050095	SEPA		
A	IB0000000B5R	SPARKASSE HANNOVER	GERMANY	DE	DE	SPKHDE2HXXX	SPKHDE2HXXX	25050180	SEPA		
A	IB0000000B5V	SPARKASSE OSTUNTERFRANKEN	GERMANY	DE	DE	BYLADEM1HAS	BYLADEMMXXX	79351730	SEPA		
A	IB0000000B60	SPARKASSE HEIDELBERG	GERMANY	DE	DE	SOLADES1HDB	SOLADESTXXX	67250020	SEPA		
A	IB0000000B62	SPARKASSE STARKENBURG	GERMANY	DE	DE	HELADEF1HEP	HELADEFFXXX	50951469	SEPA		
A	IB0000000B63	SPARKASSE BAD HERSFELD-ROTENBURG	GERMANY	DE	DE	HELADEF1HER	HELADEFFXXX	53250000	SEPA		
A	IB0000000B6A	SPARKASSE HENNEF	GERMANY	DE	DE	WELADED1HEN	WELADEDDXXX	38651390	SEPA		
A	IB0000000B6C	SPARKASSE DER STADT HEILIGENHAUS	GERMANY	DE	DE	WELADED1HGH	WELADE3HXXX	33451220	SEPA		
A	IB0000000B6D	SPARKASSE	GERMANY	DE	DE	NOLADE21HIK	NOLADE2HXXX	25950130	SEPA		
A	IB0000000B6E	SPARKASSE	GERMANY	DE	DE	NOLADE21HIS	NOLADE2HXXX	25950001	SEPA		
A	IB0000000B6J	SPARKASSE HEIDELBERG	GERMANY	DE	DE	SOLADES1HOC	SOLADESTXXX	67051203	SEPA		
A	IB0000000B6Q	SPARKASSE HOCHSCHWARZWALD	GERMANY	DE	DE	SOLADES1HSW	SOLADESTXXX	68051004	SEPA		
A	IB0000000B6R	SPARKASSE HATTINGEN	GERMANY	DE	DE	WELADED1HTG	WELADEDDXXX	43051040	SEPA		
A	IB0000000B6S	SPARKASSE HOHENWESTEDT	GERMANY	DE	DE	NOLADE21HWS	NOLADE2HXXX	21452030	SEPA		
A	IB0000000B6T	SPARKASSE OSTERODE AM HARZ	GERMANY	DE	DE	NOLADE21HZB	NOLADE2HXXX	26351015	SEPA		
A	IB0000000B6Y	SPARKASSE INGOLSTADT	GERMANY	DE	DE	BYLADEM1ING	BYLADEMMXXX	72150000	SEPA		
A	IB0000000B71	SPARKASSE DER STADT ISERLOHN	GERMANY	DE	DE	WELADED1ISL	WELADEDDXXX	44550045	SEPA		
A	IB0000000B72	SPARKASSE WESTHOLSTEIN	GERMANY	DE	DE	NOLADE21WHO	NOLADE2HXXX	22250020	SEPA		
A	IB0000000B73	SPARKASSE STADE-ALTES LAND	GERMANY	DE	DE	NOLADE21STS	NOLADE2HXXX	24151005	SEPA		
A	IB0000000B75	SPARKASSE GERMERSHEIM - KANDEL	GERMANY	DE	DE	MALADE51KAD	SOLADESTXXX	54851440	SEPA		
A	IB0000000B77	SPARKASSE KARLSRUHE ETTLINGEN	GERMANY	DE	DE	KARSDE66XXX	KARSDE66XXX	66050101	SEPA		
A	IB0000000B78	SPARKASSE WALDECK FRANKENBERG	GERMANY	DE	DE	HELADEF1KOR	HELADEFFXXX	52350005	SEPA		
A	IB0000000B7A	SPARKASSE HANAUERLAND	GERMANY	DE	DE	SOLADES1KEL	SOLADESTXXX	66451862	SEPA		
A	IB0000000B7D	SPARKASSE BAD KISSINGEN	GERMANY	DE	DE	BYLADEM1KIS	BYLADEMMXXX	79351010	SEPA		
A	IB0000000B7E	SPARKASSE KLEVE	GERMANY	DE	DE	WELADED1KLE	WELADEDDXXX	32450000	SEPA		
A	IB0000000B7I	SPARKASSE BODENSEE	GERMANY	DE	DE	SOLADES1KNZ	SOLADESTXXX	69050001	SEPA		
A	IB0000000B7K	SPARKASSE RHEIN-NAHE	GERMANY	DE	DE	MALADE51KRE	SOLADESTXXX	56050180	SEPA		
A	IB0000000B7O	SPARKASSE KULMBACH-KRONACH	GERMANY	DE	DE	BYLADEM1KUB	BYLADEMMXXX	77150000	SEPA		
A	IB0000000B7P	SPARKASSE HOHENLOHEKREIS	GERMANY	DE	DE	SOLADES1KUN	SOLADESTXXX	62251550	SEPA		
A	IB0000000B7R	SPARKASSE LAUBACH - HUNGEN	GERMANY	DE	DE	HELADEF1LAU	HELADEFFXXX	51352227	SEPA		
A	IB0000000B8N	SPARKASSE LANDSHUT	GERMANY	DE	DE	BYLADEM1LAH	BYLADEMMXXX	74350000	SEPA		
A	IB0000000B8O	SPARKASSE LANDSBERG-DIESSEN	GERMANY	DE	DE	BYLADEM1LLD	BYLADEMMXXX	70052060	SEPA		
A	IB0000000B90	SPARKASSE OFFENBURG/ORTENAU	GERMANY	DE	DE	SOLADES1LAR	SOLADESTXXX	68250040	SEPA		
A	IB0000000B94	SPARKASSE LEMGO	GERMANY	DE	DE	WELADED1LEM	WELADEDDXXX	48250110	SEPA		
A	IB0000000B96	SPARKASSE LEERWITTMUND	GERMANY	DE	DE	BRLADE21LER	WELADEDDXXX	28550000	SEPA		
A	IB0000000B9C	SPARKASSE LOERRACH - RHEINFELDEN	GERMANY	DE	DE	SOLADES1LOE	SOLADESTXXX	68350048	SEPA		
A	IB0000000B9E	SPARKASSE LIPPSTADT	GERMANY	DE	DE	WELADED1LIP	WELADEDDXXX	41650001	SEPA		
A	IB0000000B9F	SPARKASSE LUEDENSCHEID	GERMANY	DE	DE	WELADED1LSD	WELADEDDXXX	45850005	SEPA		
A	IB0000000B9H	SPARKASSE VORDERPFALZ LUDWIGSHAFEN - SCHIFFERSTADT	GERMANY	DE	DE	LUHSDE6AXXX	LUHSDE6AXXX	54550010	SEPA		
A	IB0000000B9I	SPARKASSE LUENEN	GERMANY	DE	DE	WELADED1LUN	WELADEDDXXX	44152370	SEPA		
A	IB0000000B9L	SPARKASSE RHEIN NECKAR NORD	GERMANY	DE	DE	MANSDE66XXX	MANSDE66XXX	67050505	SEPA		
A	IB0000000B9P	SPARKASSE ALTOETTING-MUEHLDORF	GERMANY	DE	DE	BYLADEM1MDF	BYLADEMMXXX	71151020	SEPA		
A	IB0000000B9Z	SPARKASSE MENDEN	GERMANY	DE	DE	WELADED1MEN	WELADEDDXXX	44750065	SEPA		
A	IB0000000BA1	SPARKASSE MERZIG-WADERN	GERMANY	DE	DE	MERZDE55XXX	MERZDE55XXX	59351040	SEPA		
A	IB0000000BA2	SPARKASSE MESCHEDE	GERMANY	DE	DE	WELADED1MES	WELADEDDXXX	46451012	SEPA		
A	IB0000000BA4	SPARKASSE TAUBERFRANKEN	GERMANY	DE	DE	SOLADES1MGH	SOLADESTXXX	62351060	SEPA		
A	IB0000000BA9	SPARKASSE MILTENBERG-OBERNBURG	GERMANY	DE	DE	BYLADEM1MIL	BYLADEMMXXX	79650000	SEPA		
A	IB0000000BAA	SPARKASSE MINDEN-LUEBBECKE	GERMANY	DE	DE	WELADED1MIN	WELADEDDXXX	49050101	SEPA		
A	IB0000000BAB	SPARKASSE MARKGRAEFLERLAND	GERMANY	DE	DE	SOLADES1MGL	SOLADESTXXX	68351865	SEPA		
A	IB0000000BAE	SPARKASSE MAINZ	GERMANY	DE	DE	MALADE51MNZ	SOLADESTXXX	55050120	SEPA		
A	IB0000000BAG	SPARKASSE AM NIEDERRHEIN	GERMANY	DE	DE	WELADED1MOR	WELADEDDXXX	35450000	SEPA		
A	IB0000000BAI	SPARKASSE MARBURG-BIEDENKOPF	GERMANY	DE	DE	HELADEF1MAR	HELADEFFXXX	53350000	SEPA		
A	IB0000000BAM	SPARKASSE MUENSTERLAND OST	GERMANY	DE	DE	WELADED1MST	WELADEDDXXX	40050150	SEPA		
A	IB0000000BAZ	SPARKASSE I LANDKREIS NEUSTADT A D AISCH	GERMANY	DE	DE	BYLADEM1NEA	BYLADEMMXXX	76251020	SEPA		
A	IB0000000BB0	SPARKASSE NEUBURG-RAIN	GERMANY	DE	DE	BYLADEM1NEB	BYLADEMMXXX	72152070	SEPA		
A	IB0000000BB2	SPARKASSE BAD NEUSTADT	GERMANY	DE	DE	BYLADEM1NES	BYLADEMMXXX	79353090	SEPA		
A	IB0000000BB3	SPARKASSE NIENBURG	GERMANY	DE	DE	NOLADE21NIB	NOLADE2HXXX	25650106	SEPA		
A	IB0000000BB4	SPARKASSE NEUNKIRCHEN	GERMANY	DE	DE	SALADE51NKS	SALADE55XXX	59252046	SEPA		
A	IB0000000BB5	SPARKASSE NOERDLINGEN	GERMANY	DE	DE	BYLADEM1NLG	BYLADEMMXXX	72250000	SEPA		
A	IB0000000BBC	SPARKASSE OSNABRUECK	GERMANY	DE	DE	NOLADE22XXX	NOLADE22XXX	26550105	SEPA		
A	IB0000000BBF	SPARKASSE NEU-ULM-ILLERTISSEN	GERMANY	DE	DE	BYLADEM1NUL	BYLADEMMXXX	73050000	SEPA		
A	IB0000000BBG	SPARKASSE AM NIEDERRHEIN (FORMERLY SPARKASSE NEUKIRCHEN-VLUYN	GERMANY	DE	DE	WELADED1NVL	WELADEDDXXX	35451460	SEPA		
A	IB0000000BBI	SPARKASSE NEUWIED	GERMANY	DE	DE	MALADE51NWD	SOLADESTXXX	57450120	SEPA		
A	IB0000000BBN	SPARKASSE OFFENBURG/ORTENAU	GERMANY	DE	DE	SOLADES1OFG	SOLADESTXXX	66450050	SEPA		
A	IB0000000BBO	SPARKASSE OSTERODE AM HARZ	GERMANY	DE	DE	NOLADE21OHA	NOLADE2HXXX	26350001	SEPA		
A	IB0000000BCN	SPARKASSE OLPE - DROLSHAGEN - WENDEN	GERMANY	DE	DE	WELADED1OPE	WELADEDDXXX	46250049	SEPA		
A	IB0000000BCQ	SPARKASSE PFAFFENHOFEN	GERMANY	DE	DE	BYLADEM1PAF	BYLADEMMXXX	72151650	SEPA		
A	IB0000000BCT	SPARKASSE PASSAU	GERMANY	DE	DE	BYLADEM1PAS	BYLADEMMXXX	74050000	SEPA		
A	IB0000000BCV	SPARKASSE PADERBORN	GERMANY	DE	DE	WELADED1PBN	WELADEDDXXX	47250101	SEPA		
A	IB0000000BCX	SPARKASSE PFULLENDORF-MESSKIRCH	GERMANY	DE	DE	SOLADES1PFD	SOLADESTXXX	69051620	SEPA		
A	IB0000000BD1	SPARKASSE SUEDWESTPFALZ	GERMANY	DE	DE	MALADE51SWP	SOLADESTXXX	54250010	SEPA		
A	IB0000000BD4	SPARKASSE PFORZHEIM CALW	GERMANY	DE	DE	PZHSDE66XXX	PZHSDE66XXX	66650085	SEPA		
A	IB0000000BD7	SPARKASSE RASTATT-GERNSBACH	GERMANY	DE	DE	SOLADES1RAS	SOLADESTXXX	66550070	SEPA		
A	IB0000000BD8	SPARKASSE REGENSBURG	GERMANY	DE	DE	BYLADEM1RBG	BYLADEMMXXX	75050000	SEPA		
A	IB0000000BD9	SPARKASSE VEST RECKLINGHAUSEN	GERMANY	DE	DE	WELADED1REK	WELADEDDXXX	42650150	SEPA		
A	IB0000000BDB	SPARKASSE AM NIEDERRHEIN (FORMERLY SPARKASSE RHEINBERG)	GERMANY	DE	DE	WELADED1RHB	WELADEDDXXX	35451775	SEPA		
A	IB0000000BDF	SPARKASSE SCHAUMBURG	GERMANY	DE	DE	NOLADE21SHG	NOLADE2HXXX	25551480	SEPA		
A	IB0000000BDG	SPARKASSE DONNERSBERG	GERMANY	DE	DE	MALADE51ROK	SOLADESTXXX	54051990	SEPA		
A	IB0000000BDH	SPARKASSE ROSENHEIM	GERMANY	DE	DE	BYLADEM1ROS	BYLADEMMXXX	71150000	SEPA		
A	IB0000000BDJ	SPARKASSE RIETBERG	GERMANY	DE	DE	WELADED1RTG	WELADEDDXXX	47852760	SEPA		
A	IB0000000BDN	SPARKASSE RADEVORMWALD-HUECKESWAGEN	GERMANY	DE	DE	WELADED1RVW	WELADEDDXXX	34051350	SEPA		
A	IB0000000BEC	SPARKASSE IM LANDKREIS SCHWANDORF	GERMANY	DE	DE	BYLADEM1SAD	BYLADEMMXXX	75051040	SEPA		
A	IB0000000BED	SPARKASSE SAARBRUECKEN	GERMANY	DE	DE	SAKSDE55XXX	SAKSDE55XXX	59050101	SEPA		
A	IB0000000BEF	SPARKASSE SALEM - HEILIGENBERG	GERMANY	DE	DE	SOLADES1SAL	SOLADESTXXX	69051725	SEPA		
A	IB0000000BEH	SPARKASSE LUENEBURG	GERMANY	DE	DE	NOLADE21LBG	NOLADE2HXXX	24050110	SEPA		
A	IB0000000BEK	"SPARKASSE BREMEN AG, DIE"	GERMANY	DE	DE	SBREDE22XXX	SBREDE22XXX	29050101	SEPA		
A	IB0000000BEL	SPARKASSE SCHOENAU - TODTNAU	GERMANY	DE	DE	SOLADES1SCH	SOLADESTXXX	68052863	SEPA		
A	IB0000000BEO	SPARKASSE DUEREN	GERMANY	DE	DE	SDUEDE33XXX	SDUEDE33XXX	39550110	SEPA		
A	IB0000000BEP	SPARKASSE SCHOPFHEIM-ZELL	GERMANY	DE	DE	SOLADES1SFH	SOLADESTXXX	68351557	SEPA		
A	IB0000000BER	SPARKASSE LANGEN-SELIGENSTADT	GERMANY	DE	DE	HELADEF1SLS	HELADEFFXXX	50652124	SEPA		
A	IB0000000BES	SPARKASSE SCHWABISCH HALL-CRAILSHEIM	GERMANY	DE	DE	SOLADES1SHA	SOLADESTXXX	62250030	SEPA		
A	IB0000000BEU	SPARKASSE SIEGEN	GERMANY	DE	DE	WELADED1SIE	WELADEDDXXX	46050001	SEPA		
A	IB0000000BF7	SPARKASSE NEUSS	GERMANY	DE	DE	WELADEDNXXX	WELADEDNXXX	30550000	SEPA		
A	IB0000000BF8	SPARKASSE SINGEN-RADOLFZELL	GERMANY	DE	DE	SOLADES1SNG	SOLADESTXXX	69250035	SEPA		
A	IB0000000BFJ	SPARKASSE SOEST	GERMANY	DE	DE	WELADED1SOS	WELADEDDXXX	41450075	SEPA		
A	IB0000000BFK	SPARKASSE BIELEFELD	GERMANY	DE	DE	SPBIDE3BXXX	SPBIDE3BXXX	48050161	SEPA		
A	IB0000000BFL	SPARKASSE ESSEN	GERMANY	DE	DE	SPESDE3EXXX	SPESDE3EXXX	36050105	SEPA		
A	IB0000000BFM	SPARKASSE HANAU	GERMANY	DE	DE	HELADEF1HAN	HELADEFFXXX	50650023	SEPA		
A	IB0000000BFN	SPARKASSE KOBLENZ	GERMANY	DE	DE	MALADE51KOB	SOLADESTXXX	57050120	SEPA		
A	IB0000000BFO	SPARKASSE KREFELD	GERMANY	DE	DE	SPKRDE33XXX	SPKRDE33XXX	32050000	SEPA		
A	IB0000000BFU	SPARKASSE ZU LUEBECK AG	GERMANY	DE	DE	NOLADE21SPL	NOLADE2HXXX	23050101	SEPA		
A	IB0000000BG2	SPARKASSE STAUFEN-BREISACH	GERMANY	DE	DE	SOLADES1STF	SOLADESTXXX	68052328	SEPA		
A	IB0000000BG3	SPARKASSE DER STADT STADTLOHN	GERMANY	DE	DE	WELADED1STL	WELADEDDXXX	40154702	SEPA		
A	IB0000000BG4	SPARKASSE STOCKACH	GERMANY	DE	DE	SOLADES1STO	SOLADESTXXX	69251755	SEPA		
A	IB0000000BG5	SPARKASSE DER STADT STRAELEN	GERMANY	DE	DE	WELADED1STR	WELADEDDXXX	32051996	SEPA		
A	IB0000000BGH	SPARKASSE TAUBERFRANKEN	GERMANY	DE	DE	SOLADES1TBB	SOLADESTXXX	67352565	SEPA		
A	IB0000000BGJ	SPARKASSE TRIER	GERMANY	DE	DE	TRISDE55XXX	TRISDE55XXX	58550130	SEPA		
A	IB0000000BGO	SPARKASSE UELZEN LUECHOW-DANNENBERG	GERMANY	DE	DE	NOLADE21UEL	NOLADE2HXXX	25850110	SEPA		
A	IB0000000BGP	SPARKASSE ULM	GERMANY	DE	DE	SOLADES1ULM	SOLADESTXXX	63050000	SEPA		
A	IB0000000BHH	SPARKASSE HILDEN-RATINGEN-VELBERT	GERMANY	DE	DE	WELADED1VEL	WELADEDDXXX	33450000	SEPA		
A	IB0000000BHP	SPARKASSE SCHWARZWALD-BAAR	GERMANY	DE	DE	SOLADES1VSS	SOLADESTXXX	69450065	SEPA		
A	IB0000000BHV	SPARKASSE HENNSTEDT-WESSELBUREN	GERMANY	DE	DE	NOLADE21WEB	NOLADE2HXXX	21852310	SEPA		
A	IB0000000BI6	SPARKASSE DER STADT WILHELMSHAVEN	GERMANY	DE	DE	BRLADE21WHV	WELADEDDXXX	28250110	SEPA		
A	IB0000000BI8	SPARKASSE DER HOMBURGISCHEN GEMEINDEN	GERMANY	DE	DE	WELADED1WIE	WELADEDDXXX	38452490	SEPA		
A	IB0000000BI9	SPARKASSE HERFORD	GERMANY	DE	DE	WLAHDE44XXX	WLAHDE44XXX	49450120	SEPA		
A	IB0000000BIA	SPARKASSE LEVERKUSEN	GERMANY	DE	DE	WELADEDLLEV	WELADEDLLEV	37551440	SEPA		
A	IB0000000BIF	SPARKASSE WOLFACH	GERMANY	DE	DE	SOLADES1WOF	SOLADESTXXX	66452776	SEPA		
A	IB0000000BIG	SPARKASSE BAD TOELZ-WOLFRATSHAUSEN	GERMANY	DE	DE	BYLADEM1WOR	BYLADEMMXXX	70054306	SEPA		
A	IB0000000BIH	SPARKASSE WORMS-ALZEY-RIED	GERMANY	DE	DE	MALADE51WOR	SOLADESTXXX	55350010	SEPA		
A	IB0000000BII	SPARKASSE WERL	GERMANY	DE	DE	WELADED1WRL	WELADEDDXXX	41451750	SEPA		
A	IB0000000BIM	SPARKASSE LEERWITTMUND (FORMERLY KREISSPARKASSE WITTMUND)	GERMANY	DE	DE	BRLADE21WTM	WELADEDDXXX	28252760	SEPA		
A	IB0000000BIN	SPARKASSE WITTEN	GERMANY	DE	DE	WELADED1WTN	WELADEDDXXX	45250035	SEPA		
A	IB0000000BIQ	SPARKASSE WETZLAR	GERMANY	DE	DE	HELADEF1WET	HELADEFFXXX	51550035	SEPA		
A	IB0000000BIR	SPARKASSE SCHOPFHEIM-ZELL	GERMANY	DE	DE	SOLADES1ZLW	SOLADESTXXX	68351976	SEPA		
A	IB0000000BPF	SPARKASSE SUEDHOLSTEIN	GERMANY	DE	DE	NOLADE21SHO	NOLADE2HXXX	23051030	SEPA		
